BL record ID,title,label
14796330,"The Geological Examinator, containing progressive series of questions adapted to the Introductory and Advanced Text-Books of Geology",1
14803668,"Researches in Assyria, Babylonia, and Chaldæa; forming part of the labours of the Euphrates Expedition [With plans.]",1
14803800,"Travels to the Seat of War in the East, through Russia and the Crimea, in 1829, etc [With plates and a map.]",1
14803831,All Wrong. A leaf from a drama [A tale. By Annie M. Griffen.],0
14803938,"A Journal of a Tour in Italy, in the year 1821. With a description of Gibraltar. Accompanied with several engravings. By an American [i.e. Theodore Dwight]",1
14803956,A Short History of Clent,1
14804023,Bygone Lincolnshire. Edited by W. Andrews,1
14804131,Nora Creina. A novel,0
14804169,The Sport of Circumstances,0
14804173,"A Visit to Egypt in 1872. Described in four lectures, etc",1
14804194,European Mosaic,1
14804287,They have their Reward: a novel,0
14804296,"Oriental and Western Siberia; a narrative of seven years' explorations and adventures in Siberia, Mongolia, the Kirghis Steppes, Chinese Tartary, and part of Central Asia ... With a map and numerous illustrations",1
14804323,Mansfield Park : a novel,0
14804343,Rome or Death! [A poem.],0
14804360,Austria and the Austrians [by Wenzel Blumenbach.],1
14804363,Poems and Paragraphs,0
14804455,England from a Back-Window; with views of Scotland and Ireland,1
14804478,"Explorations in South-West Africa. Being an account of a journey in ... 1861 and 1862 from Walvisch Bay, on the western coast, to Lake Ngami and the Victoria Falls [With a preface by M. A. Baines, and maps and plates.]",1
14804483,Betram de Drumont [A tale. Edited by Thomas Baker.],0
14804490,The Gleaming Dawn. A romance of the Middle Ages,0
14804550,"On India's Frontier; or Nepal, the Gurkhas' mysterious land",1
14804592,The Baptistery ... By the author of 'The Cathedral' [i.e. Isaac Williams] . Third edition,0
14804603,"Mountain Life in Algeria ... With illustrations, etc",1
14804615,Wanderings by Southern Waters. Eastern Aquitaine ... With illustrations,1
14804673,"From Whose Bourne, etc [Three tales.]",0
14804679,A Woman Intervenes ... Illustrations by H. Hurst,0
14804711,"Out of the jaws of death ... Copyright edition, etc",0
14804781,"The Life of E. M. Barttelot ... An account of his services for the relief of Kandahar, of Gordon, and of Emin, from his letters and diary, by W. L. Barttelot [With plates, including a portrait, and maps.]",1
14804818,"Winter Havens in the Sunny South. A complete handbook to the Riviera, with a notice of the new station, Alassio",1
14804835,"The Illustrated Book of Sacred Poems. Edited by ... R. H. Baynes ... Illustrated, etc",0
14804922,The Dawn of Modern Geography. A history of exploration and geographical science from the Conversion of the Roman Empire to A.D. 900 (c. A.D. 900-1260-c. A.D. 1260-1420) ... With reproductions of the principal maps of the time,1
14804961,Sidartha. A story of mystery,0
14805017,The Love Affairs of an Old Maid,0
14805018,The Under Side of Things. A novel,0
14805041,"Looking backward, 2000-1887 ... Third edition",0
14805113,Belhaven [A novel.],0
14805160,London ... With ... illustrations,1
14805204,"The Student's Manual of Modern Geography. Mathematical, physical, and descriptive",1
14805221,The Travels of a Hindoo to various parts of Bengal and Upper India. With an introduction by J. Talboys Wheeler [With a map.],1
14805267,"A Winter in Florida; or, Observations on the soil, climate, and products or our semi-tropical State ... To which is added a brief historical summary ... Illustrated. Third edition",1
14805324,"'A Peep into the Past': Brighton in the Olden Time, with glances at the present, etc [With plates, including portraits.]",1
14805399,The History of Black Hawk County ... Illustrated,1
14805421,"The Remarkable History of Sir Thomas Upmore, Bart, M.P, formerly known as 'Tommy Upmore' ... Second edition",0
14805423,Springhaven. A tale of the Great War ... Third edition,0
14805424,Tales from the Telling-House,0
14805433,"The Chemical Analysis of Iron. A complete account of all the best known methods for the analysis of iron, steel, etc",1
14805503,Birds of Passage. Songs of the Orient and Occident,0
14805618,"The Alpine Regions of Switzerland and the neighbouring countries. A pedestrian's notes on their physical features, scenery, and natural history ... With illustrations by E. Whymper",1
14805821,"New Pictures in Old Frames: being a book of verse for girls and boys, written in old French forms, etc",0
14805823,The Flute of Athena: and other poems,0
14805845,Historic Winchester. England's first capital,1
14805886,"The British Empire: a sketch of the geography, growth, natural and political features of the United Kingdom, its colonies and dependencies [With maps.]",1
14805959,"A History of Dorking and the neighbouring parishes, with chapters on the literary associations, flora, fauna, geology, etc, of the district",1
14805969,Tour in Palestine and Syria ... With illustrations and map,1
14806033,"A General Gazetteer, in miniature ... The whole revised ... by A. G. Findlay. Second edition",1
14806042,The Silver Cord: a story,0
14806071,Dear Faustina,0
14806080,Second Thoughts,0
14806142,On the South African Frontier. The adventures and observations of an American in Mashonaland and Matabeleland ... With illustrations and maps,1
14806155,Ice-Caves of France and Switzerland. A narrative of subterranean exploration,1
14806174,Dorothy. A tale ... With illustrations,0
14806215,"A Cyclopædia of Geography, descriptive and physical, forming a new general gazetteer of the world and dictionary of pronunciation, etc",1
14806256,"The Great Plantagenet. Or, a Continued succession of that royall name, from Henry the Second, to our Sacred Soveraigne King Charles. By Geo. Buck Gent [or rather, written by Sir George Buck, and edited with additions and alterations by George Buck]",1
14806276,"Neerlands-Oost-Indië. Reizen over Java, Madura, Makasser ... gedaan gedurende het tijdvak van 1852-1857 ... Met platen",1
14806287,John Bull's Neighbour in her True Light. Being an answer to some recent French criticisms. By a 'Brutal Saxon.',1
14806361,"The Dragon Knight. A poem, in twelve cantos",0
14806408,Dolly. A love story,0
14806414,Kate's Wise Woman. A novel,0
14806477,"The Jew, the Gypsy, and El Islam ... Edited with a preface and brief notes by W. H. Wilkins",1
14806527,Deerhurst. A parish of the Vale of Gloucester [With plates.],1
14806578,A Sequel to Don Juan [By G. W. M. Reynolds.],0
14806660,"The Tourists' Guide to the Principal Stations between Calcutta and Mooltan and Allahabad and Bombay. On the East Indian Railway, etc. (Fourth edition.)",1
14806729,The Camp of Refuge [By Charles MacFarlane.],0
14806916,"Journal of a Voyage from Boston to the West Coast of Africa, with a full description of the manner of trading with the natives on the coast",1
14806995,Old Rome and New Italy. Recuerdos de Italia ... Translated by Mrs. Arthur Arnold [With a portrait.],1
14807000,'La Bella' and others. Being certain stories recollected by E. Castle [and one by Agnes Castle],0
14807013,"Letters and Notes on the Manners, Customs, and Condition of the North American Indians [With plates.]",1
14807035,Korea and the Sacred White Mountain ... with an account of an ascent of the White Mountain by Captain H. E. Goold-Adams. With ... illustrations and ... maps,1
14807056,Memories of French Palaces. With illustrations,1
14807086,"Chambers's Concise Gazetteer of the World. Topographical, statistical, historical",1
14807100,Chances and Changes; a story of love and friendship. By the author of 'My First Grief' [i.e. Charles Beckett],0
14807212,"Transatlantic Sketches in the West Indies, South America, Canada, and the United States",1
14807259,"Longmans' Junior School Geography, etc",1
14807261,Longman's School Geography for India and Ceylon,1
14807273,Orientalische Tageblätter. Nach der Natur und Wirklichkeit skizzirt,1
14807399,"The New Lancashire Gazetteer, or Topographical Dictionary, etc",1
14807429,Too Apt a Pupil,0
14807435,A Tramp Abroad. By Mark Twain,0
14807439,"Naples, the City of Parthenope, and its Environs ... Illustrated",1
14807450,A Narrative of Voyages and Commercial Enterprises,1
14807487,"The Captain of the 'Mary Rose.' A tale of to-morrow ... Illustrated, etc",0
14807548,John Chinaman: his ways and notions,1
14807592,"Open-Air Studies. An introduction to geology out-of-doors ... With ... illustrations, etc",1
14807618,Minstrel Dick. A tale of the XIVth cent,0
14807652,Marjorie Dudingstoune: a tale of old St. Andrews,0
14807691,The Woodleighs of Amscote ... Illustrated,0
14807755,"Letters written from Colombia, during a journey from Caracas to Bogotá, and thence to Santa Martha, in 1823 [By John Hankshaw. With a map.]",1
14807778,Gentle & Simple [A novel.],0
14807779,"Round the Black Man's Garden ... With illustrations, etc [An account of travels in Africa.]",1
14807923,England. With sketches of society in the metropolis [Including Fenimore Cooper's 'Letter to his Countrymen.'],1
14807929,Excursions in Switzerland,1
14807935,The Pursuit of a Chimera. Being a mid-winter's day dream,0
14808008,"Loiterings in Europe; or, Sketches of travel in France, Belgium, Switzerland, Italy, Austria, Prussia, Great Britain, and Ireland. With an appendix, containing observations on European charities and medical institutions ... Second edition",1
14808106,"Search for Winter Sunbeams in the Riviera, Corsica, Algiers, and Spain ... With numerous illustrations",1
14808123,"Atlas, etc",1
14808153,Only a Butterfly,0
14808163,"The Doomed City; or, the Last days of Durocina. A tale of the Anglo-Saxon conquest of Britain, and the mission of Augustine",0
14808323,For the Sake of the Family,0
14808339,Midge. (Third thousand.),0
14808365,Highways and Byeways in Japan. The experiences of two pedestrian tourists [With a map.],1
14808706,"Fællesrejsen til England og Skotland 1887, foranstaltet af Rejsestipendieforeningen. Rejseberetning ... Med Illustrationer, tegnede af Knud Larsen",1
14808723,"Miss Armstrong's, and other circumstances [Tales.]",0
14808766,Over the Waters [A novel.],0
14808772,The Chinese: a general description of the Empire of China and its inhabitants ... Illustrated with woodcuts,1
14808773,"Sketches of China; partly during an inland journey of four months, between Peking, Nanking, and Canton; with notices and observations relative to the present war",1
14808879,"Three Years in Savage Africa ... With an introduction by H. M. Stanley, M.P. With 100 illustrations and 5 maps, etc [With a portrait.]",1
14808918,"Summer days in Auvergne. By H. de K [i.e. H. de Kantzow], etc",1
14808972,"The Making of Birmingham: being a history of the rise and growth of the Midland metropolis ... With ... illustrations, etc",1
14809029,"On the Equator [An account of travels, mainly in Borneo. With plates.] By H. De W [i.e. Harry De Windt.]",1
14809038,The Dudleys [A novel.],0
14809136,A Vicar's Wife,0
14809137,Yorkshire Life and Character: a Craven village sixty years ago,1
14809157,A Woman's Cross,0
14809169,"Eccelino da Romano, surnamed the Tyrant of Padua. A poem, in twelve books",0
14809185,"The New Far East ... With twelve illustrations, etc",1
14809206,"Circassia; or, a Tour to the Caucasus",1
14809238,Travels in Kamtchatka and Siberia; with a narrative of a residence in China,1
14809253,"The D.'s Wife. By the author of 'Lady Audley's Secret,' etc [Miss M. E. Braddon.]",0
14809355,For Mrs. Grundy's Sake. A novel,0
14809371,A Girl in the Karpathians. Fourth Edition,1
14809522,The Duchess : A domestic romance,0
14809538,"Notes of an Indian Journey, etc",1
14809630,"A Polish Conspiracy; or, a Wandering Star [A novel.]",0
14809639,South Australia and its mines; with an historical sketch of the colony,1
14809660,Pride and its Prisoners. By A. L. O. E [i.e. Miss C. Tucker.],0
14809808,Half-Way. An Anglo-French Romance ... New and revised edition,0
14809816,Now or Never,0
14809877,The Cyanide Process for the extraction of gold and its practical application on the Witwatersrand Gold Fields in South Africa,1
14809915,"A Naturalist in Mid-Africa, being an account of a journey to the Mountains of the Moon and Tanganyika",1
14810180,A Tale that is Told,0
14810190,Recollections of my early days; and Mabel Emslie. By Esperance,0
14810223,"A Tour through Italy, exhibiting a view of its Scenery, its Antiquities, and its Monuments; particularly as they are objects of Classical Interest ... with an account of the present state of its cities and towns and occasional observations on the recent spoliations of the French. 3 vol. (Vol. III. A Classical Tour through Italy and Sicily; tending to illustrate some districts which have not been described by Mr. Eustace in his classical tour. By Sir R. Colt Hoare.)",1
14810234,St. Elmo. A novel,0
14810325,Mademoiselle Ixe di Lanoe Falconer. (Traduzione di Aster.) La Mano dello spettro di Wilkie Collins. (Traduzione di Lida Cerracchini.) [(Seconda edizione.)],1
14810331,A History of Old Middlesbrough,1
14810337,"A Family Story, a comedy in five acts [and in prose] ; of which a few copies only have been printed, for the private use of the author",0
14810349,A Cardinal Sin. A story. By Hugh Conway (F. J. F.) ... Fifth edition,0
14810403,"How he Died, and other poems",0
14810417,"Rambling notes and reflections, suggested during a visit to Paris in the winter of 1826-1827",1
14810447,'The Root of all Evil.' A farmhouse tragedy of thirty years ago [A novel.],0
14810498,Nurse Elisia [A novel.],0
14810539,Music Hath Charms [A novel.],0
14810558,Claud Brennan [A novel.],0
14810593,The Secret of Fontaine-la-Croix [A novel.],0
14810787,Personal Narrative of three years' service in China,1
14810800,"A Pastor's Memorial of Egypt, the Red Sea, the Wildernesses of Sin and Paran, Mount Sinai, Jerusalem, etc",1
14810805,Jack's Partner and other stories ... With introduction by J. Hatton,0
14810923,"Rachel's Romance; or, the Countess Otto",0
14810924,"Arabistan: or the Land of 'The Arabian Nights.' Being travels through Egypt, Arabia, and Persia, to Bagdad ... With an introduction by Bayard Taylor [Illustrated.]",1
14810938,"Narrative of a Mission to India, and the countries bordering on the Persian Gulf, by way of the Red Sea [Translated from the French.]",1
14811009,"Norway in 1848 and 1849: containing rambles among the fjelds and fjords of the central and western districts and including remarks on its political, military, ecclesiastical and social organization. With extracts from the Journals of M. S. Biddulph",1
14811107,The Fox and the Goose. A tale of the Curragh of Kildare. By the author of 'Spavin Hall.',0
14811130,"Two Sketches of France, Belgium, and Spa, in two tours during the summers of 1771 and 1816; with a portrait of Napoleon's guide at Waterloo. By the author of Letters from Paris in 1802, 3 [i.e. Stephen Weston]",1
14811146,An historical sketch of Watertown in Massachusetts from the first settlement of the town to the close of its second century,1
14811173,The Jews in the East [An abridged translation from the German of L. A. F.'s 'Nach Jerusalem!'] By P. Beaton,1
14811204,The Brown Ambassador. A story of the three days' moon,0
14811209,The Whaups of Durley [A novel.],0
14811225,The Return of the O'Mahony. A romantic fantasy ... With illustrations,0
14811287,History of the parishes of East and West Ham ... Edited and revised by G. Pagenstecher,1
14811348,In Northern Spain ... With map and eighty-nine illustrations,1
14811391,Views of Society and Manners in the North of Ireland; in a series of letters written in the year 1818,1
14811445,Warped [A novel.],0
14811478,Drifting under the Southern Cross. An Australian romance,0
14811485,The Maiden of the Iceberg. A tale in verse,0
14811583,"In Pastures Green, and other stories",0
14811604,Sketches in Egypt,1
14811717,"True as Steel ... Translated by H. Frith [from 'L'Oncle Placide'], etc",0
14811757,"Germany, Bohemia, and Hungary, visited in 1837",1
14811786,Il Mal Occhio; or the Evil Eye [A story.],0
14811888,"Lights & Shades of Hill Life in the Afghan and Hindu Highlands of the Punjab. A contrast ... With maps and illustrations, etc",1
14811927,"Germany, present and past",1
14811997,"Bush-Life in Queensland; or, John West's colonial experiences",0
14812012,Paris and its People,1
14812013,"Records of a Run through Continental Countries, embracing Belgium, Holland, Germany, Switzerland, Savoy, and France",1
14812115,Sketches in Greece and Turkey; with the present condition and future prospects of the Turkish Empire [By W. R. Greg.],1
14812134,"Little Lady Clare, etc",0
14812146,The Sign of the Red Cross: a tale of Old London,0
14812154,Poems,0
14812156,Pictures from Bible Lands drawn with pen and pencil. Edited by S. G. G. The illustrations by E. Whymper and other ... artists,1
14812179,Haps and mishaps of a tour in Europe,1
14812220,"Geography of Africa south of the Zambesi; ... With three maps, etc",1
14812323,Ordnance Gazetteer of Scotland ... New edition. Edited by F. H. Groome,1
14812350,"The Americans in their moral, social, and political relations. From the London edition",1
14812351,Aristocracy in America; from the Sketch-book of a German Nobleman [Translated from the German.],1
14812368,"The Wife of Two Husbands, a musical drama, in three acts. As performed at the Theatre-Royal, Drury-Lane. By J. Cobb, etc. (Taken from 'La Femme à deux maris,' by Guilbert de Pixerècourt [sic] .)",0
14812409,"Comparative Physical Geography; or the earth in relation to man ... Translated from the French by C. C. Felton, etc",1
14812455,"Allan's Wife, and other tales ... With thirty-four illustrations by Maurice Greiffenhagen and Charles Kerr",0
14812473,Montezuma's Daughter [With illustrations.],0
14812533,"Cupid's Curse, and other tales",0
14812537,"Travels in Canada and the United States, in 1816 and 1817 [With Map.]",1
14812538,"Travels in France, in 1818",1
14812546,"[Statistics of the West] The West; its soil, surface, and productions",1
14812548,Nursery Songs [Edited and] illustrated by J. Hall,1
14812560,The book of the Thames,1
14812575,"The Nursery Rhymes of England, obtained principally from oral tradition. Second edition. With additions",0
14812586,Among the Turks,1
14812594,Sketches of life and sport in South-Eastern Africa. Edited by F. G. H. Price. Illustrated by P. Mêjanel,1
14812614,"A New Sea and an Old Land, being papers suggested by a visit to Egypt at the end of 1869, etc",1
14812644,"An Improved Topographical and Historical Hibernian Gazetteer ... Scientifically arranged, with an appendix of ancient names. To which is added, an introduction to the ancient and modern History of Ireland",1
14812659,"A Sketch of Madeira; containing information for the traveller, or invalid visitor. (Appendix.-List of plants, birds, etc. of Madeira.)",1
14812683,"Princess and Priest (a tale of old Egypt), and Mademoiselle Étienne ... With a preface by Professor Sayce",0
14812731,The woodlanders,0
14812735,Florence,1
14812769,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",1
14812839,Bianca [A novel.],0
14812844,The New Academe: an educational romance,0
14812877,"Stamboul, and the Sea of Gems. By the author of 'The bridal and the bridle' [i.e. J. B. Harwood]",1
14812880,"Travels in England, France, Italy and Ireland ... Fourth thousand",1
14812924,A Great Gulf Fixed. A tale,0
14812942,An American Monte Cristo: a romance,0
14812975,David Westren [A poem.],0
14813036,Brenda [A novel.],0
14813123,Sir George. A novel,0
14813128,"The history of Henry County, Iowa. ... Illustrated",1
14813134,"The early and later History of Petroleum, with ... facts in regard to its development in Western Pennsylvania. ... Also life sketches of pioneer and prominent operators, etc",1
14813189,"A Search after Sunshine; or, Algeria in 1871",1
14813233,"Amyas Egerton, Cavalier [A romance.]",0
14813295,The Bedouin Girl [A romance.],0
14813307,A Trip round the World,1
14813318,"The Divinations of Kala Persad, and other stories",0
14813359,"Over the Sea and far away, being a Narrative of wanderings round the world ... With ... illustrations, etc",1
14813410,The Sinner's Comedy [A novel.],0
14813444,"Tregeagle's Head; a Romance of the Cornish Cliffs ... With ... illustrations, etc",0
14813460,"Australia, from Port Macquarie to Moreton Bay; with descriptions of the nature, the geology, productions and resources of that region",1
14813491,"Tour on the Continent in France, Switzerland, and Italy, in the years 1817 and 1818",1
14813502,Two hundred and nine days; or the Journal of a Traveller on the Continent,1
14813552,Quinford [A tale.],0
14813554,Poems. Second series,0
14813569,Our Hundred Days in Europe,1
14813572,"Holroyd's Collectanea: Papers relating to the history of Bradford and the towns ... in the neighbourhood, etc",1
14813580,Lady Sybil's Choice: a tale of the Crusades,0
14813647,Journal of a tour in Iceland in the summer of 1809,1
14813695,"Pyrrhus, king of Epirus, a Tragedy; [in five acts and in verse]",0
14813705,An Idler in Old France [Essays.],1
14813721,"Orlando Figgins, and other stories",0
14813736,In and around Stamboul,1
14813757,"Directions for sailing to and from the East Indies, China, New Holland, Cape of Good Hope, and the interjacent Ports",1
14813801,Texas and the Gulf of Mexico: or Yachting in the New World,1
14813809,"Letters from the West Indies; relating especially to the Danish island St. Croix, and to the British islands Antigua, Barbadoes and Jamaica",1
14813851,Italian Journeys,1
14813856,Tuscan Cities ... With illustrations from drawings and etchings by J. Pennell and others,1
14813867,"The rural and domestic life of Germany, with characteristic sketches of its cities and scenery, collected in a general tour, and during a residence in the country in 1840, 41 and 42",1
14813875,"The River Dee, its aspect and history, etc",1
14813923,A class book of physical geography,1
14813938,The Rhine; from the French ... by D. M. Aird,1
14813979,"The Dwarf's Chamber, and other stories ... With illustrations ... Colonial edition",0
14814017,The Poetical Works of Leigh Hunt,0
14814087,That Fiddler Fellow,0
14814097,"Pen and pencil sketches: being reminiscences during eighteen years' residence in Bengal ... edited by Rev. John Wilson, etc",1
14814180,"Explorations in Africa, by Dr. David Livingstone, and others, giving a full account of the Stanley-Livingstone expedition of search ... as furnished by Dr. Livingstone and Mr. Stanley ... Edited by L. D. Ingersoll ... With maps and illustrations",1
14814221,"Travels in Egypt and Nubia, Syria and Asia Minor: during the years 1817 & 1818",1
14814244,"Some of the Rhymes of Ironquill, of Kansas, U.S.A. A book of moods. Sixth edition",0
14814248,Tales of a Father,0
14814260,"Abbotsford en de Abdij van Newstead, of een Bezoek op de landgoederen van Sir Walter Scott en Lord Byron, etc",0
14814308,Poems and other verses. By H. A. R. J,0
14814323,"The Demon of the Wind, and other poems",0
14814353,"Songs at Sunset; or, leisure lays of a business man. Written by Jacobus",0
14814364,Sultan Murad v. The Turkish Dynastic Mystery 1876-1895 [In the form of a story.] By Djemaleddin Bey,1
14814368,Against the Grain [A novel.],0
14814370,The Blindness of Memory Earle. A romance,0
14814381,Letters archaeological and historical relating to the Isle of Wight. By ... E. B. James ... Collected and arranged by his widow (R. B. James) [With a biographical sketch.],1
14814495,"The Captain's Cabin, a Christmas Yarn ... Illustrated by W. MacKay. Fifth thousand",0
14814519,"Field Paths and Green Lanes: being country walks, chiefly in Surrey and Sussex. ... Illustrated with sketches by J. W. Whymper",1
14814573,London and its Celebrities: a Second Series of Literary and Historical Memorials of London,1
14814633,On Fertilizers ... Second edition,1
14814636,"The Stranger in India: or, Three years in Calcutta",1
14814637,"The Exploits of Myles Standish, etc [A tale.]",1
14814743,The Miners' Manual. A legal hand-book for employer and employed,1
14814797,"Travels through France and Germany in the years 1815-1817, comprising a view of the moral, political and social state of those countries. Interspersed with ... historical and political anecdotes, etc",1
14814924,A Year of Consolation [Travels in Italy.],1
14814937,"The Iron Ores of Great Britain and Ireland, their mode of occurrence, age and origin ... with a notice of some of the iron ores of Spain, etc",1
14814939,White Poppies. A novel ... With illustrations by R. A. Bell,0
14814972,"A History of the Parish of Leyton, Essex. With maps, etc",1
14814991,Skill wins Favour. A novel,0
14815011,"Personal Narrative of a Journey from India to England, by Bussorah ... Astrakhan ... and St. Petersburgh in the year 1824 [With illustrations.]",1
14815104,A Geraldine,0
14815113,The Mystic Quest. A tale of two incarnations,0
14815131,"Madam How and Lady Why; or, first lessons in earth lore for children. With ... illustrations",1
14815157,Valentin. A French Boy's Story of Sedan,0
14815179,"Great African Travellers, from Bruce and Mungo Park to Livingstone and Stanley ... With ... illustrations",1
14815206,Het Licht dat verdween. Uit het Engelsch,0
14815208,"Out of India. Things I saw, and failed to see, in certain days and nights at Jeypore and elsewhere [Including 'Letters of Marque' and 'The City of Dreadful Night.']",1
14815287,Sketches of life in Japan ... With illustrations,1
14815289,"Två Månader i Egypten. Anteckningar ... Med 2 Kartar, 16 träsnitt, etc",1
14815319,Travels in Brazil,1
14815323,"A new Voyage round the world, in ... 1823, 24, 25, and 26. (Appendix.-Review of the Zoological Collection of F. Eschscholtz.)",1
14815332,"The practice of ore dressing in Europe, etc",1
14815387,"A Ride on Horseback to Florence, through France and Switzerland; described in a series of letters. By a Lady [Mrs. Dalkeith Holmes]",1
14815405,"A Tour in Sweden in 1838, etc",1
14815494,Wanderings in India: and other sketches of life in Hindostan,1
14815497,"Cyprus: its history, its present resources and future prospects. With two illustrations and four maps",1
14815517,Narrative of a Residence at the Court of Meer Ali Moorad; with Wild Sports in the Valley of the Indus,1
14815526,Russian Characteristics. Reprinted ... from the Fortnightly Review,1
14815565,Lochandhu ... Second edition,0
14815620,Dr. Bruno's Wife. A Toronto society story,0
14815637,A king's ransom. By the author of 'The martyrs of the Cornhill' [i.e. Nina F. Layard],0
14815733,Vanitas. Polite stories,0
14815788,"Reconnoitering Voyages and Travels, with adventures in the New Colonies of South Australia, ... including visits to the Nicobar and other islands of the Indian Seas, Calcutta, the Cape of Good Hope, and St. Helena, during the years 1836-38. Embellished by engravings",1
14815810,"Travels after the Peace of Amiens through parts of France, Switzerland, Italy, and Germany",1
14815811,"From London to Bokhara, and a ride through Persia",1
14815815,A Pair of Lovers and other tales,0
14815821,A Covenant with the Dead ... New edition,0
14815857,"Man's Origin and Destiny sketched from the platform of the sciences, in a course of lectures delivered before the Lowell Institute, in Boston",1
14815862,Leslie ... By the author of 'A Modern Milkmaid' [i.e. Elinor Huddart.] ... A new edition,0
14816226,The City of Palaces; a fragment. And other poems,0
